2025-10-30 09:33:58 | INFO | Planet | [Registry] Detected resource types: []
2025-10-30 09:34:00 | DEBUG | assets | [AssetManager] Loaded image 'resource_genetic_gel' from 'assets/icons/organics.png'.
2025-10-30 09:34:00 | DEBUG | assets | [AssetManager] Scaled image 'resource_genetic_gel' to (32, 32).
2025-10-30 09:34:00 | DEBUG | assets | [AssetManager] Loaded image 'resource_neural_symbionts' from 'assets/icons/organics.png'.
2025-10-30 09:34:00 | DEBUG | assets | [AssetManager] Scaled image 'resource_neural_symbionts' to (32, 32).
2025-10-30 09:34:00 | DEBUG | assets | [AssetManager] Loaded image 'icon_plus' from 'assets/icons/plus.png'.
2025-10-30 09:34:00 | DEBUG | assets | [AssetManager] Scaled image 'icon_plus' to (18, 18).
2025-10-30 09:34:00 | DEBUG | assets | [AssetManager] Loaded image 'icon_disk-icon-size_32' from 'assets/icons/disk-icon-size_32.png'.
2025-10-30 09:34:00 | DEBUG | assets | [AssetManager] Loaded image 'icon_liquid' from 'assets/icons/liquid.png'.
2025-10-30 09:34:00 | DEBUG | assets | [AssetManager] Scaled image 'icon_liquid' to (32, 32).
2025-10-30 09:34:00 | DEBUG | assets | [AssetManager] Loaded image 'icon_defense' from 'assets/icons/defense.png'.
2025-10-30 09:34:00 | DEBUG | assets | [AssetManager] Loaded image 'icon_mine' from 'assets/icons/mine.png'.
2025-10-30 09:34:00 | DEBUG | assets | [AssetManager] Loaded image 'icon_science' from 'assets/icons/science.png'.
2025-10-30 09:34:00 | DEBUG | assets | [AssetManager] Scaled image 'icon_science' to (18, 18).
2025-10-30 09:34:00 | DEBUG | assets | [AssetManager] Loaded image 'icon_ore' from 'assets/icons/ore.png'.
2025-10-30 09:34:00 | DEBUG | assets | [AssetManager] Scaled image 'icon_ore' to (32, 32).
2025-10-30 09:34:00 | DEBUG | assets | [AssetManager] Loaded image 'icon_refine' from 'assets/icons/refine.png'.
2025-10-30 09:34:00 | DEBUG | assets | [AssetManager] Loaded image 'icon_hammer' from 'assets/icons/hammer.png'.
2025-10-30 09:34:00 | DEBUG | assets | [AssetManager] Scaled image 'icon_hammer' to (10, 10).
2025-10-30 09:34:00 | DEBUG | assets | [AssetManager] Loaded image 'icon_plus_02' from 'assets/icons/plus_02.png'.
2025-10-30 09:34:00 | DEBUG | assets | [AssetManager] Scaled image 'icon_plus_02' to (18, 18).
2025-10-30 09:34:00 | DEBUG | assets | [AssetManager] Loaded image 'icon_gas' from 'assets/icons/gas.png'.
2025-10-30 09:34:00 | DEBUG | assets | [AssetManager] Scaled image 'icon_gas' to (32, 32).
2025-10-30 09:34:00 | DEBUG | assets | [AssetManager] Loaded image 'icon_organics' from 'assets/icons/organics.png'.
2025-10-30 09:34:00 | DEBUG | assets | [AssetManager] Scaled image 'icon_organics' to (32, 32).
2025-10-30 09:34:00 | DEBUG | assets | [AssetManager] Loaded image 'icon_steel_mill' from 'assets/icons/steel_mill.jpg'.
2025-10-30 09:34:00 | DEBUG | assets | [AssetManager] Loaded image 'icon_populationSmall' from 'assets/icons/populationSmall.png'.
2025-10-30 09:34:00 | DEBUG | assets | [AssetManager] Loaded image 'icon_star_empty' from 'assets/icons/star_empty.png'.
2025-10-30 09:34:00 | DEBUG | assets | [AssetManager] Loaded image 'icon_star_full' from 'assets/icons/star_full.png'.
2025-10-30 09:34:00 | DEBUG | assets | [AssetManager] Loaded image 'icon_coin' from 'assets/icons/coin.png'.
2025-10-30 09:34:00 | DEBUG | assets | [AssetManager] Loaded image 'icon_plus-box-removebg-preview' from 'assets/icons/plus-box-removebg-preview.png'.
2025-10-30 09:34:00 | DEBUG | assets | [AssetManager] Loaded image 'icon_industry' from 'assets/icons/industry.jpg'.
2025-10-30 09:34:00 | DEBUG | assets | [AssetManager] Loaded image 'icon_energy' from 'assets/icons/energy.png'.
2025-10-30 09:34:00 | DEBUG | assets | [AssetManager] Loaded image 'icon_farm' from 'assets/icons/farm.png'.
2025-10-30 09:34:00 | DEBUG | assets | [AssetManager] Loaded image 'icon_moins' from 'assets/icons/moins.png'.
2025-10-30 09:34:00 | DEBUG | assets | [AssetManager] Scaled image 'icon_moins' to (18, 18).
2025-10-30 09:34:00 | INFO | assets | [AssetManager] ✅ Loaded 51 total assets.
2025-10-30 09:34:01 | INFO | assets | [GIF Loader] ⏳ Loading GIF 'planet_anim_volcanic_1' from 'assets/planets_rotation/volcanic/lava_rotation_4.gif'
2025-10-30 09:34:01 | DEBUG | assets | [GIF Loader] Decoded 10 frames from 'planet_anim_volcanic_1'...
2025-10-30 09:34:01 | DEBUG | assets | [GIF Loader] Decoded 20 frames from 'planet_anim_volcanic_1'...
2025-10-30 09:34:01 | DEBUG | assets | [GIF Loader] Decoded 30 frames from 'planet_anim_volcanic_1'...
2025-10-30 09:34:01 | DEBUG | assets | [GIF Loader] Decoded 40 frames from 'planet_anim_volcanic_1'...
2025-10-30 09:34:01 | DEBUG | assets | [GIF Loader] Decoded 50 frames from 'planet_anim_volcanic_1'...
2025-10-30 09:34:01 | DEBUG | assets | [GIF Loader] Decoded 60 frames from 'planet_anim_volcanic_1'...
2025-10-30 09:34:01 | INFO | assets | [GIF Loader] ✅ Loaded 'planet_anim_volcanic_1' (60 frames, 0.167s each) in 111.6 ms
2025-10-30 09:34:01 | INFO | assets | [GIF Loader] ⏳ Loading GIF 'planet_anim_oceanic_2' from 'assets/planets_rotation/oceanic/oceanic_rotation_2.gif'
2025-10-30 09:34:01 | DEBUG | assets | [GIF Loader] Decoded 10 frames from 'planet_anim_oceanic_2'...
2025-10-30 09:34:01 | DEBUG | assets | [GIF Loader] Decoded 20 frames from 'planet_anim_oceanic_2'...
2025-10-30 09:34:01 | DEBUG | assets | [GIF Loader] Decoded 30 frames from 'planet_anim_oceanic_2'...
2025-10-30 09:34:01 | DEBUG | assets | [GIF Loader] Decoded 40 frames from 'planet_anim_oceanic_2'...
2025-10-30 09:34:01 | DEBUG | assets | [GIF Loader] Decoded 50 frames from 'planet_anim_oceanic_2'...
2025-10-30 09:34:01 | DEBUG | assets | [GIF Loader] Decoded 60 frames from 'planet_anim_oceanic_2'...
2025-10-30 09:34:01 | INFO | assets | [GIF Loader] ✅ Loaded 'planet_anim_oceanic_2' (60 frames, 0.167s each) in 34.7 ms
2025-10-30 09:34:01 | INFO | assets | [GIF Loader] ⏳ Loading GIF 'planet_anim_hydrogen_giant_3' from 'assets/planets_rotation/hydrogen_giant/gas_giant_rotation_2.gif'
2025-10-30 09:34:01 | DEBUG | assets | [GIF Loader] Decoded 10 frames from 'planet_anim_hydrogen_giant_3'...
2025-10-30 09:34:01 | DEBUG | assets | [GIF Loader] Decoded 20 frames from 'planet_anim_hydrogen_giant_3'...
2025-10-30 09:34:01 | DEBUG | assets | [GIF Loader] Decoded 30 frames from 'planet_anim_hydrogen_giant_3'...
2025-10-30 09:34:01 | DEBUG | assets | [GIF Loader] Decoded 40 frames from 'planet_anim_hydrogen_giant_3'...
2025-10-30 09:34:01 | DEBUG | assets | [GIF Loader] Decoded 50 frames from 'planet_anim_hydrogen_giant_3'...
2025-10-30 09:34:01 | DEBUG | assets | [GIF Loader] Decoded 60 frames from 'planet_anim_hydrogen_giant_3'...
2025-10-30 09:34:01 | INFO | assets | [GIF Loader] ✅ Loaded 'planet_anim_hydrogen_giant_3' (60 frames, 0.167s each) in 271.1 ms
2025-10-30 09:34:01 | INFO | assets | [GIF Loader] ⏳ Loading GIF 'planet_anim_barren_4' from 'assets/planets_rotation/barren/barren_rotation_4.gif'
2025-10-30 09:34:01 | DEBUG | assets | [GIF Loader] Decoded 10 frames from 'planet_anim_barren_4'...
2025-10-30 09:34:01 | DEBUG | assets | [GIF Loader] Decoded 20 frames from 'planet_anim_barren_4'...
2025-10-30 09:34:01 | DEBUG | assets | [GIF Loader] Decoded 30 frames from 'planet_anim_barren_4'...
2025-10-30 09:34:01 | DEBUG | assets | [GIF Loader] Decoded 40 frames from 'planet_anim_barren_4'...
2025-10-30 09:34:01 | DEBUG | assets | [GIF Loader] Decoded 50 frames from 'planet_anim_barren_4'...
2025-10-30 09:34:01 | DEBUG | assets | [GIF Loader] Decoded 60 frames from 'planet_anim_barren_4'...
2025-10-30 09:34:01 | INFO | assets | [GIF Loader] ✅ Loaded 'planet_anim_barren_4' (60 frames, 0.167s each) in 28.4 ms
2025-10-30 09:34:01 | INFO | assets | [GIF Loader] ⏳ Loading GIF 'planet_anim_ionized_giant_5' from 'assets/planets_rotation/ionized_giant/ionized_giant_1.gif'
2025-10-30 09:34:01 | DEBUG | assets | [GIF Loader] Decoded 10 frames from 'planet_anim_ionized_giant_5'...
2025-10-30 09:34:01 | DEBUG | assets | [GIF Loader] Decoded 20 frames from 'planet_anim_ionized_giant_5'...
2025-10-30 09:34:01 | DEBUG | assets | [GIF Loader] Decoded 30 frames from 'planet_anim_ionized_giant_5'...
2025-10-30 09:34:01 | DEBUG | assets | [GIF Loader] Decoded 40 frames from 'planet_anim_ionized_giant_5'...
2025-10-30 09:34:01 | DEBUG | assets | [GIF Loader] Decoded 50 frames from 'planet_anim_ionized_giant_5'...
2025-10-30 09:34:01 | DEBUG | assets | [GIF Loader] Decoded 60 frames from 'planet_anim_ionized_giant_5'...
2025-10-30 09:34:01 | INFO | assets | [GIF Loader] ✅ Loaded 'planet_anim_ionized_giant_5' (60 frames, 0.167s each) in 30.3 ms
2025-10-30 09:34:01 | INFO | assets | [GIF Loader] ⏳ Loading GIF 'planet_anim_barren_6' from 'assets/planets_rotation/barren/barren_rotation_3.gif'
2025-10-30 09:34:01 | DEBUG | assets | [GIF Loader] Decoded 10 frames from 'planet_anim_barren_6'...
2025-10-30 09:34:01 | DEBUG | assets | [GIF Loader] Decoded 20 frames from 'planet_anim_barren_6'...
2025-10-30 09:34:01 | DEBUG | assets | [GIF Loader] Decoded 30 frames from 'planet_anim_barren_6'...
2025-10-30 09:34:01 | DEBUG | assets | [GIF Loader] Decoded 40 frames from 'planet_anim_barren_6'...
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 50 frames from 'planet_anim_barren_6'...
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 60 frames from 'planet_anim_barren_6'...
2025-10-30 09:34:02 | INFO | assets | [GIF Loader] ✅ Loaded 'planet_anim_barren_6' (60 frames, 0.167s each) in 30.4 ms
2025-10-30 09:34:02 | INFO | assets | [GIF Loader] ⏳ Loading GIF 'planet_anim_volcanic_7' from 'assets/planets_rotation/volcanic/lava_rotation_1.gif'
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 10 frames from 'planet_anim_volcanic_7'...
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 20 frames from 'planet_anim_volcanic_7'...
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 30 frames from 'planet_anim_volcanic_7'...
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 40 frames from 'planet_anim_volcanic_7'...
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 50 frames from 'planet_anim_volcanic_7'...
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 60 frames from 'planet_anim_volcanic_7'...
2025-10-30 09:34:02 | INFO | assets | [GIF Loader] ✅ Loaded 'planet_anim_volcanic_7' (60 frames, 0.167s each) in 33.5 ms
2025-10-30 09:34:02 | INFO | assets | [GIF Loader] ⏳ Loading GIF 'planet_anim_hydrogen_giant_8' from 'assets/planets_rotation/hydrogen_giant/gas_giant_rotation_1.gif'
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 10 frames from 'planet_anim_hydrogen_giant_8'...
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 20 frames from 'planet_anim_hydrogen_giant_8'...
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 30 frames from 'planet_anim_hydrogen_giant_8'...
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 40 frames from 'planet_anim_hydrogen_giant_8'...
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 50 frames from 'planet_anim_hydrogen_giant_8'...
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 60 frames from 'planet_anim_hydrogen_giant_8'...
2025-10-30 09:34:02 | INFO | assets | [GIF Loader] ✅ Loaded 'planet_anim_hydrogen_giant_8' (60 frames, 0.167s each) in 29.9 ms
2025-10-30 09:34:02 | INFO | assets | [GIF Loader] ⏳ Loading GIF 'planet_anim_volcanic_9' from 'assets/planets_rotation/volcanic/lava_rotation_4.gif'
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 10 frames from 'planet_anim_volcanic_9'...
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 20 frames from 'planet_anim_volcanic_9'...
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 30 frames from 'planet_anim_volcanic_9'...
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 40 frames from 'planet_anim_volcanic_9'...
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 50 frames from 'planet_anim_volcanic_9'...
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 60 frames from 'planet_anim_volcanic_9'...
2025-10-30 09:34:02 | INFO | assets | [GIF Loader] ✅ Loaded 'planet_anim_volcanic_9' (60 frames, 0.167s each) in 30.5 ms
2025-10-30 09:34:02 | INFO | assets | [GIF Loader] ⏳ Loading GIF 'planet_anim_ionized_giant_10' from 'assets/planets_rotation/ionized_giant/ionized_giant_1.gif'
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 10 frames from 'planet_anim_ionized_giant_10'...
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 20 frames from 'planet_anim_ionized_giant_10'...
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 30 frames from 'planet_anim_ionized_giant_10'...
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 40 frames from 'planet_anim_ionized_giant_10'...
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 50 frames from 'planet_anim_ionized_giant_10'...
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 60 frames from 'planet_anim_ionized_giant_10'...
2025-10-30 09:34:02 | INFO | assets | [GIF Loader] ✅ Loaded 'planet_anim_ionized_giant_10' (60 frames, 0.167s each) in 28.6 ms
2025-10-30 09:34:02 | INFO | assets | [GIF Loader] ⏳ Loading GIF 'planet_anim_barren_11' from 'assets/planets_rotation/barren/barren_rotation_3.gif'
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 10 frames from 'planet_anim_barren_11'...
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 20 frames from 'planet_anim_barren_11'...
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 30 frames from 'planet_anim_barren_11'...
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 40 frames from 'planet_anim_barren_11'...
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 50 frames from 'planet_anim_barren_11'...
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 60 frames from 'planet_anim_barren_11'...
2025-10-30 09:34:02 | INFO | assets | [GIF Loader] ✅ Loaded 'planet_anim_barren_11' (60 frames, 0.167s each) in 29.3 ms
2025-10-30 09:34:02 | INFO | assets | [GIF Loader] ⏳ Loading GIF 'planet_anim_terrestrial_13' from 'assets/planets_rotation/terrestrial/terrestrial_rotation_4.gif'
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 10 frames from 'planet_anim_terrestrial_13'...
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 20 frames from 'planet_anim_terrestrial_13'...
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 30 frames from 'planet_anim_terrestrial_13'...
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 40 frames from 'planet_anim_terrestrial_13'...
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 50 frames from 'planet_anim_terrestrial_13'...
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 60 frames from 'planet_anim_terrestrial_13'...
2025-10-30 09:34:02 | INFO | assets | [GIF Loader] ✅ Loaded 'planet_anim_terrestrial_13' (60 frames, 0.167s each) in 30.0 ms
2025-10-30 09:34:02 | INFO | assets | [GIF Loader] ⏳ Loading GIF 'planet_anim_barren_14' from 'assets/planets_rotation/barren/barren_rotation_4.gif'
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 10 frames from 'planet_anim_barren_14'...
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 20 frames from 'planet_anim_barren_14'...
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 30 frames from 'planet_anim_barren_14'...
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 40 frames from 'planet_anim_barren_14'...
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 50 frames from 'planet_anim_barren_14'...
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 60 frames from 'planet_anim_barren_14'...
2025-10-30 09:34:02 | INFO | assets | [GIF Loader] ✅ Loaded 'planet_anim_barren_14' (60 frames, 0.167s each) in 28.8 ms
2025-10-30 09:34:02 | INFO | assets | [GIF Loader] ⏳ Loading GIF 'planet_anim_barren_15' from 'assets/planets_rotation/barren/barren_rotation_2.gif'
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 10 frames from 'planet_anim_barren_15'...
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 20 frames from 'planet_anim_barren_15'...
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 30 frames from 'planet_anim_barren_15'...
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 40 frames from 'planet_anim_barren_15'...
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 50 frames from 'planet_anim_barren_15'...
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 60 frames from 'planet_anim_barren_15'...
2025-10-30 09:34:02 | INFO | assets | [GIF Loader] ✅ Loaded 'planet_anim_barren_15' (60 frames, 0.167s each) in 29.5 ms
2025-10-30 09:34:02 | INFO | assets | [GIF Loader] ⏳ Loading GIF 'planet_anim_volcanic_16' from 'assets/planets_rotation/volcanic/lava_rotation_4.gif'
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 10 frames from 'planet_anim_volcanic_16'...
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 20 frames from 'planet_anim_volcanic_16'...
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 30 frames from 'planet_anim_volcanic_16'...
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 40 frames from 'planet_anim_volcanic_16'...
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 50 frames from 'planet_anim_volcanic_16'...
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 60 frames from 'planet_anim_volcanic_16'...
2025-10-30 09:34:02 | INFO | assets | [GIF Loader] ✅ Loaded 'planet_anim_volcanic_16' (60 frames, 0.167s each) in 29.8 ms
2025-10-30 09:34:02 | INFO | assets | [GIF Loader] ⏳ Loading GIF 'planet_anim_quantum_giant_17' from 'assets/planets_rotation/quantum_giant/quantum_giant_rotation_1.gif'
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 10 frames from 'planet_anim_quantum_giant_17'...
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 20 frames from 'planet_anim_quantum_giant_17'...
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 30 frames from 'planet_anim_quantum_giant_17'...
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 40 frames from 'planet_anim_quantum_giant_17'...
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 50 frames from 'planet_anim_quantum_giant_17'...
2025-10-30 09:34:02 | DEBUG | assets | [GIF Loader] Decoded 60 frames from 'planet_anim_quantum_giant_17'...
2025-10-30 09:34:02 | INFO | assets | [GIF Loader] ✅ Loaded 'planet_anim_quantum_giant_17' (60 frames, 0.167s each) in 29.8 ms
2025-10-30 09:34:02 | INFO | assets | [GIF Loader] ⏳ Loading GIF 'planet_anim_volcanic_18' from 'assets/planets_rotation/volcanic/lava_rotation_4.gif'
